Respondent_ID,SAMPLE,AB,Q6Rand,SYSTEM:IP Address,T1.,S1.,S2.,S3.,S3.REGION,GENDER/REGION,S4.,S5.,S6.,S7.,S8.,S5-S6.,S9_1,S9_2,S9_3,S9_4,S9_5,S9_6,S9_7,S9_10,S10.,S11.,S12_1,S12_2,S12_3,S12_4,S12_5,S12_6,S12_7,S12_8,S12_9,S12_10,S12_11,S12_12,S12_13,S13_1,S13_2,S13_3,S13_4,S13_5,S13_6,S13_7,S13_8,S13_9,S13_10,S13_11,S13_12,S13_13,S13_14,S13_15,S14.,S15.:0-4,S15.:5-7,S15.:8-10,S15.:11-13,S15.:14-18,S15.:None,S16.:0-4,S16.:5-7,S16.:8-10,S16.:11-13,S16.:14-18,S16.:None,Q1.,Q2_1,Q2_2,Q2_3,Q2_4,FAN,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q7.,Q8.,Q9.,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12
108,1,1,2,206.252.183.135,1,2,1,30,1,2,28,1,2,5,1,1,,,,,,,,8,4,8,,,,,,,7,8,9,10,11,,,1,2,3,,,,7,8,,,11,12,13,14,,2,,,,,,,,,,,,,2,3,2,1,1,2,1,1,3,2,2,1,2,2,4,3,3,3,1,3,3,,,,4,,,,,,,,,,,,,,,,4,,6,,8,,10,11,12,,14,,,3,3,5,5,4,5,5,1,3,3,4,3,1,1,5
113,3,2,2,24.191.216.155,1,2,1,40,1,2,42,1,2,6,1,1,,,,,,,,8,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,4,,,1,4,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,3,0,5,5,5,5,5,6,6,5,5,5,5,6
114,3,1,2,75.71.149.163,1,2,1,6,4,8,54,1,2,3,3,1,,,,,,,,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,4,,,2,4,4,1,2,3,6,6,6,6,6,6,6,6,5,5,5,3,3,3,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,14,,,3,3,5,6,2,6,2,6,6,2,6,1,6,6,6
115,3,1,2,71.85.215.83,1,2,2,26,2,4,65,2,2,4,7,2,,,,,,,,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,,,,,,,4,,,3,3,3,3,4,2,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,1,1,7,6,2,4,5,3,6,5,3,6,2,2,2
117,1,1,2,107.77.235.35,1,1,1,43,3,5,30,1,2,5,1,1,,,,,,,,8,4,4,,2,,,,,7,,,,11,12,,,,3,,,,,,,,,12,,,,1,,,,,,6,1,,,,,,2,2,2,1,1,2,1,1,1,3,1,1,1,4,4,6,3,2,2,1,3,,,,4,,6,,8,,,,,,14,15,,,,,,,,,,,,,,13,,,,2,2,5,5,5,5,5,4,5,5,5,4,3,5,5
126,1,2,3,24.98.97.110,1,1,1,11,3,5,64,1,2,5,3,1,,,,,,,,8,4,2,,,,4,,,,,9,10,11,,,,2,3,,,6,,,9,,11,12,,,,2,,,,,,,,,,,,,1,1,1,2,1,1,2,2,2,3,2,2,3,4,2,4,2,2,1,2,2,,,,4,,,,,,10,,,,,,,,,,4,,,,,,,,,,,,,1,3,7,4,3,5,5,1,2,2,3,1,3,3,4
131,3,1,1,100.1.223.203,1,2,1,31,1,2,53,4,2,6,5,4,,,,,,,,8,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,6,2,2,2,4,2,2,2,2,6,3,2,2,6,2,6,6,6,3,3,3,3,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6
132,2,1,1,70.95.107.94,1,2,1,5,4,8,69,1,2,5,7,1,,,,,,,,8,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,2,2,1,1,1,1,3,2,2,1,6,6,2,6,2,1,1,3,1,,2,,4,,6,,8,,10,11,12,,14,,,,,,,,,,,,,,,,,,16,3,3,8,4,1,1,4,1,1,1,1,1,1,4,3
133,2,1,2,174.238.8.119,1,1,1,3,4,7,56,1,2,4,3,1,,,,,,,,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,3,2,1,2,1,2,2,2,2,2,1,2,3,5,5,2,1,1,1,1,,,4,5,,,8,,,11,,,,,,,2,,4,,,,,,10,11,,,,15,,2,2,7,3,2,3,2,2,1,4,3,2,3,3,2
134,2,2,3,71.246.117.241,1,2,1,33,1,2,70,1,2,4,7,1,,,,,,,,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,3,2,1,1,1,2,2,1,1,2,6,2,3,6,6,1,1,3,1,,2,,4,,6,7,8,9,10,11,12,,14,,,1,2,,4,,6,7,8,9,10,11,12,,14,,,1,3,10,6,2,6,2,1,3,1,1,6,1,6,6
135,2,2,2,99.100.147.89,1,1,1,44,3,5,84,1,2,4,7,1,,,,,,,,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,3,4,1,2,3,2,2,3,2,2,2,2,4,4,4,2,2,2,2,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,3,2,3,5,4,5,4,3,3,5,4,3,3,2,3
136,2,2,2,107.2.242.172,1,2,1,6,4,8,63,1,1,4,7,3,,,,,,,,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,4,1,2,2,2,3,6,6,2,6,2,6,6,6,6,3,3,3,3,,,,4,,,,8,,10,,,,,,,,,,,,,,8,,,,,,,,,3,1,5,4,3,4,3,2,6,6,6,3,3,6,4
137,2,2,1,97.98.13.154,1,2,1,44,3,6,63,1,2,3,7,1,,,,,,,,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,3,2,3,2,1,1,3,2,2,2,6,2,3,6,6,2,3,3,3,,,,4,,,,,,10,,12,,14,,,,,,4,,,,,,10,,,13,,,,1,1,8,4,5,5,3,2,5,3,2,3,3,3,2
138,2,2,1,107.0.124.72,1,2,1,23,2,4,53,2,2,5,4,2,,,,,,,,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,,,,4,,6,,8,,10,,12,,14,,,,,,4,,6,,8,,10,,,,14,,,1,1,8,4,4,4,2,2,2,3,3,2,2,3,3
139,2,2,2,72.49.27.125,1,2,1,36,2,4,50,1,2,4,2,1,,,,,,,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,6,1,1,4,4,3,1,2,4,3,2,1,6,6,6,6,6,3,1,3,3,3,,,,4,,6,,,,10,,12,,14,15,,,,,,,,,,,,,,13,,,,3,3,8,3,1,6,4,2,1,5,3,2,2,2,3
141,2,1,1,67.189.79.227,1,1,1,38,4,7,33,1,2,5,1,1,,,,,,,,8,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,4,,,2,1,3,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,,2,,,,,,,9,,,12,,,,,,2,,,,,,8,,,,,,,,,1,1,10,2,1,1,2,2,1,1,2,1,1,2,1
142,2,1,1,71.94.230.75,1,1,1,38,4,7,72,1,2,6,7,1,,,,,,,,8,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,2,1,2,1,1,2,3,2,1,2,6,2,3,6,2,1,1,3,1,,,,4,,,,8,,,,,13,,,,,,,,,,,,,10,,,,,,,1,3,8,5,3,4,3,2,3,1,4,4,2,2,4
148,3,2,3,72.82.36.27,1,2,1,47,3,6,38,2,2,3,1,2,,,,,,,,8,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,6,2,3,3,1,2,2,3,2,4,3,3,4,3,4,4,4,5,1,1,1,1,,2,3,,,,,,,,,,,,,,,2,,,,,,,,10,,12,,,,,1,1,5,3,3,3,3,3,2,3,3,3,3,2,3
149,3,1,2,67.2.209.193,1,2,1,45,4,8,20,2,1,4,3,3,,,,,,,,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,5,,2,2,4,1,2,2,3,4,4,3,3,3,6,3,3,3,4,3,3,3,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,1,5,5,5,4,5,3,5,3,5,5,1,3,5
150,3,2,1,24.190.20.8,1,2,1,33,1,2,49,3,,4,1,3,,,,,,,,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,1,,,,,,3,1,1,1,4,1,2,1,2,2,2,1,4,1,2,2,3,1,1,3,1,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,16,1,1,9,4,2,1,1,1,1,1,1,2,1,3,2
151,3,1,2,68.225.212.220,1,2,1,3,4,8,38,1,1,3,5,3,,,,,,,,8,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,4,5,,,,,,,6,3,2,4,1,4,2,2,5,5,5,2,5,5,5,5,5,5,3,3,3,3,,,,,,,,8,,,11,,,,,,,,,,,,,,,,,,,,,16,3,3,5,4,2,3,3,1,1,1,1,1,1,1,1
153,2,2,2,47.32.229.145,1,1,1,44,3,5,24,6,2,5,4,6,,,,,,,,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,2,,,,,1,2,2,1,1,2,2,3,3,3,1,3,4,3,4,2,4,3,3,2,2,1,2,3,,,6,7,,,,,12,,,,,1,2,3,,,6,7,,,,,,,,,,1,1,5,2,5,2,2,4,4,3,3,3,3,3,4
154,2,1,2,73.188.79.152,1,2,1,39,1,2,38,2,2,4,3,2,,,,,,,7,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,4,,,3,1,3,1,3,1,1,2,6,2,1,2,6,1,6,6,6,1,1,1,1,,,,4,,,,8,,,11,12,,14,,,,,,,,6,,8,,10,,12,,,,,1,1,8,6,2,6,1,1,6,6,2,2,3,6,6
159,2,1,2,174.104.81.198,1,2,1,36,2,4,23,2,2,4,2,2,,,,,,,,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,,,,,,6,,8,,,,,,,,,,,,,,6,,,,,11,,,,,,1,1,7,2,1,1,2,2,2,3,2,3,1,2,3
160,2,2,1,67.177.71.20,1,2,1,1,3,6,37,1,2,5,1,1,,,,,,,,8,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,4,,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,,6,7,,,,,,,,,,,2,,,,,7,,9,,,,,,,,1,1,10,1,1,1,1,1,2,1,1,1,1,2,1
161,2,2,3,73.61.56.181,1,1,1,30,1,1,30,4,2,5,1,4,,,,,,,,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,1,,,,,,1,1,3,1,2,1,1,1,1,3,1,2,1,2,2,2,2,1,1,1,1,,2,,,,,,,,,,,,,,,,,3,,,6,,,,,11,,,,,,1,1,10,3,1,4,2,2,1,2,2,3,2,1,1
162,2,1,1,68.230.170.58,1,1,1,11,3,5,29,2,2,5,1,2,,,,,,,,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,6,2,1,1,1,4,1,1,1,1,1,1,1,6,1,1,1,1,1,3,3,1,1,2,,,,,7,8,,,,12,,14,,,,,,,,,,,,,,,,,,16,3,3,10,3,2,2,2,1,2,2,2,3,2,2,2
163,2,1,1,73.109.6.177,1,2,1,48,4,8,42,4,2,4,5,4,,,,,,,,8,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,6,2,2,3,2,3,2,2,2,6,2,2,2,2,2,3,3,6,1,1,3,1,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,16,1,1,6,3,3,3,2,2,2,3,6,2,2,6,6
164,2,1,1,73.150.220.227,1,1,1,31,1,1,29,3,,5,1,3,,,,,,,,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,1,1,1,1,1,4,2,2,2,6,2,4,3,2,3,3,3,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,16,1,3,5,5,4,5,3,3,3,4,5,3,6,6,5
165,2,1,1,24.13.96.126,1,1,1,14,2,3,40,2,2,4,3,2,,,,,,,,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,1,1,6,1,5,3,1,1,5,3,3,3,1,1,1
166,2,1,3,68.60.224.28,1,1,1,21,3,5,46,4,2,6,1,4,,,,,,,,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,6,2,1,2,1,1,1,1,1,2,1,1,1,2,2,4,2,1,3,1,1,1,1,,,4,,,,,,,,12,,,,,,,,,,6,,8,,,11,,,,,,1,1,9,4,3,4,3,2,2,3,2,2,2,2,3
167,2,2,3,192.109.99.170,1,1,1,3,4,7,30,3,,6,1,3,,,,,,,,8,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,2,2,1,2,3,2,2,2,3,2,2,3,2,3,3,1,2,1,2,,,,,,6,7,,,,,12,,,,,1,2,,,,,,8,,,,12,,,,,1,3,8,3,2,3,3,3,2,3,3,1,2,2,3
168,2,1,3,71.185.45.227,1,1,1,39,1,1,38,2,2,4,1,2,,,,,,,,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,2,1,2,1,1,1,1,3,3,2,3,2,2,2,2,1,2,1,1,,2,3,4,5,6,7,,,,,,,,,,,2,,,,6,,,,,,12,,,,,1,1,9,4,4,4,3,2,3,2,2,2,2,3,3
171,2,1,2,108.228.100.45,1,1,1,10,3,5,35,3,,5,1,3,,,,,,,,8,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,3,3,1,2,2,3,2,5,3,2,2,4,1,5,2,2,3,1,3,1,,,,,,,,,,10,,,,,,,,2,,,,,7,,,,,,,,,,3,3,5,3,1,2,1,2,2,1,2,2,3,2,2
172,2,2,3,24.187.77.154,1,1,1,7,1,1,35,1,2,5,1,1,,,,,,,7,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,1,1,4,2,2,2,4,2,2,2,4,4,2,6,6,1,1,3,3,,,,,,,,8,,,11,,,,,,,,,,,,,,,,,,,,,16,2,3,5,3,2,3,3,6,3,3,2,2,6,6,6
173,2,1,3,75.86.86.201,1,2,1,50,2,4,51,3,,4,1,3,,,,,,,,8,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,2,2,2,1,2,1,3,3,2,1,6,3,2,3,1,2,1,3,2,,,,4,,,,8,,,,,,14,,,,,,4,,,,,,,,,,14,,,3,2,8,3,2,2,4,2,2,2,2,2,2,2,2
174,2,1,2,50.161.74.19,1,1,1,5,4,7,37,4,2,5,1,4,,,,,,,,8,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,3,2,4,2,3,3,3,3,2,3,4,4,3,2,2,2,3,2,3,,,,,,6,,,9,,11,,,,,,,,,,,,,8,,,11,,,14,,,2,2,6,3,4,4,3,4,4,3,3,3,4,3,4
175,2,2,1,173.3.173.154,1,1,1,33,1,1,25,3,,5,4,3,,,,,,,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,2,1,1,1,1,2,3,1,1,1,1,3,2,2,2,1,1,1,,,,4,,,,,,,,,13,14,15,,1,2,,,,,,,9,,11,12,,,,,1,1,9,5,5,5,4,1,3,3,4,1,1,1,5
176,2,1,1,74.139.46.234,1,1,1,18,3,5,21,2,2,3,1,2,,,,,,,,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,2,1,4,2,3,1,1,4,4,2,1,1,5,1,5,2,5,1,1,2,2,,,,,,6,,,,,,,,,,,,,,,,,,,9,,,,,14,,,1,1,3,2,2,4,3,1,1,3,4,2,1,2,3
177,2,2,1,66.113.48.232,1,2,1,27,4,8,25,5,2,4,1,5,,,,,,,7,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,6,2,2,3,1,1,2,1,2,1,1,1,2,2,1,2,1,5,1,1,3,1,,,,,,6,,8,,10,,,,,,,,2,,,,,,8,,,,,,,,,1,1,9,4,3,4,3,1,3,3,4,3,2,2,2
178,2,2,1,68.186.92.19,1,2,1,48,4,8,29,3,,4,2,3,,,,,,,,8,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,2,,,,,1,1,1,1,1,1,1,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1,,,4,,6,,,,10,,12,,14,15,,1,2,,,,6,7,8,,10,11,12,,14,,,1,1,10,3,3,4,4,1,3,2,1,1,1,5,3
180,2,2,2,98.183.159.20,1,1,1,47,3,5,26,4,2,3,1,4,,,,,,,,8,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,3,1,1,3,1,1,2,,4,,6,,8,,,,12,,,,,1,2,3,4,,6,,,,,11,,,,,,1,1,9,1,3,1,2,3,1,2,2,1,2,2,2
181,3,1,3,66.87.149.199,1,2,1,10,3,6,38,6,2,6,1,6,,,,,,,,8,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,1,,,,,,2,3,4,2,2,2,2,2,2,2,2,2,5,2,5,5,5,3,3,3,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,14,,,1,3,6,6,3,4,4,3,4,6,6,2,6,6,6
182,2,2,3,69.136.132.164,1,2,1,23,2,4,19,2,2,4,6,2,,,,,,,,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,6,2,2,4,1,1,2,1,5,2,2,1,6,5,2,6,1,5,1,3,3,1,,2,3,,,6,,,,10,,12,,14,,,,,3,4,,6,,,,,,,,,,,2,3,7,5,3,2,1,1,1,3,1,2,1,1,3
183,2,2,3,24.90.36.48,1,1,1,33,1,1,33,5,2,3,2,5,,,,,,,,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,3,1,1,2,2,2,1,2,3,3,1,6,2,3,2,1,3,2,3,1,1,2,,4,,6,,,,,11,,,,,,,2,,,,,,8,,10,,,,,15,,1,2,4,3,1,1,4,3,2,2,6,3,6,6,6
184,1,2,3,65.32.88.97,1,2,1,10,3,6,27,4,2,5,1,4,,,,,,,,8,4,6,1,2,,,5,6,,8,,,,12,,,,3,,,,,,,,,,13,,,2,,,,,,,,,,,,,1,3,4,1,1,2,2,4,1,1,5,4,6,6,2,3,6,1,2,1,1,1,,,4,,,,,9,,,12,,14,,,1,,3,,,6,,,,,,,,,,,1,1,8,4,2,1,6,5,6,6,3,2,6,6,6
185,2,1,3,73.142.150.223,1,1,2,7,1,1,28,4,2,5,1,4,,,,,,,,8,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,3,2,1,1,1,1,,,3,,,,,,,10,,,,14,,,,,3,,,,,,9,,,12,,,,,1,1,9,1,1,1,1,2,2,1,1,1,1,1,1
188,2,2,1,184.89.144.189,1,2,1,10,3,6,42,3,,4,5,3,,,,,,,,8,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,3,4,,,2,1,1,1,1,1,2,1,2,2,2,1,1,2,4,3,2,3,1,1,1,,,,4,,,,8,,10,11,,,14,,,,,,,,,,8,9,10,11,,,14,,,3,3,9,4,2,3,4,1,2,2,2,1,2,3,6
190,2,2,2,67.197.138.36,1,2,2,41,3,6,39,1,2,4,4,1,,,,,,,,8,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,4,5,,2,2,4,1,4,2,2,4,5,2,2,4,4,5,5,5,5,3,3,3,3,1,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,3,5,4,2,5,3,1,6,3,2,1,2,6,3
192,2,2,2,107.138.18.86,1,1,1,25,3,5,30,2,2,5,4,2,,,,,,,,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,4,2,2,2,2,3,3,2,2,4,4,2,4,4,4,2,2,2,2,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,16,2,2,4,2,3,3,1,4,1,5,5,5,2,3,5
193,2,2,2,68.174.49.179,1,2,1,33,1,2,23,1,1,5,2,3,,,,,,,,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,5,,1,1,1,1,2,1,1,1,2,2,2,1,1,1,4,5,5,2,1,1,1,1,,,4,,,,,,10,,,,14,15,,,2,3,4,,6,7,8,9,10,11,12,,14,,,1,1,10,5,4,5,3,1,4,4,4,1,4,5,2
195,2,1,2,174.255.137.182,1,2,1,22,1,2,44,4,2,4,2,4,,,,,,,7,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,3,2,2,1,1,2,1,1,1,2,2,2,3,5,5,1,3,1,3,,,,4,,6,,8,,10,11,,,14,,,,2,,4,,6,,8,,10,11,,,14,,,1,1,10,3,2,4,3,1,3,2,2,2,3,2,4
198,1,1,3,173.73.165.219,1,1,1,47,3,5,45,4,2,5,3,4,,,,,,,,8,5,5,,,3,,,6,7,,9,10,,,,1,,3,,,,,,,,,12,,,,2,,,,,,,,,,,,,2,1,2,2,3,1,2,2,2,2,6,2,2,2,6,6,6,1,1,1,1,,,,4,,,,,,,,,,,15,,,,,4,,,,,,,,,,,,,3,3,8,4,3,3,3,3,4,3,3,3,2,3,4
199,1,2,2,162.229.2.77,1,1,1,5,4,7,35,3,,5,1,3,,,,,,,,8,5,6,,2,3,4,,6,,,,,,,,1,,,,,,,,,,11,12,13,14,,1,,,,,,6,1,,,,,,2,1,1,1,1,1,1,1,2,2,2,1,6,1,2,2,1,1,1,3,1,,,,,,6,7,8,,10,11,12,,,,,,,,,,6,,8,9,10,11,12,,14,,,1,3,8,3,2,2,2,1,1,2,2,2,1,1,3
202,2,1,1,74.47.200.170,1,1,1,50,2,3,41,1,2,5,1,1,,,,,,,,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,3,2,1,2,2,2,2,3,2,6,6,3,2,6,6,1,2,3,3,1,,,4,,6,,8,,10,11,12,,14,,,,,,4,,6,,,,,,,,,,,1,1,9,4,3,3,4,2,4,5,3,4,5,4,4
203,1,1,2,174.199.24.79,1,1,1,7,1,1,40,3,,5,1,3,,,,,,,,8,4,5,,,,,,,,,9,,,12,,,,,,,,,,,,11,,13,14,,1,,,,,,6,1,,,,,,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,5,2,1,1,3,3,1,,,,,6,,,,10,,,,14,,,,,,,,6,,8,,10,11,,,,,,3,1,8,3,3,4,2,1,2,2,4,2,1,1,4
207,2,2,1,66.87.80.254,1,2,1,21,3,6,35,2,2,3,5,2,,,,,,,,8,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,6,2,1,4,1,1,1,1,4,2,1,2,4,4,2,4,2,4,1,3,2,1,1,,,,,6,,,,,,12,,,,,,,,,,,,,,,,,13,,,,3,1,9,4,4,5,3,1,4,3,6,4,6,6,4
208,1,2,3,71.238.49.201,1,2,1,38,4,8,65,1,2,6,7,1,,,,,,,,8,5,7,1,2,,,,6,,8,,,,,,1,,,,,,,8,,,,,13,14,,2,,,,,,,,,,,,,2,4,4,1,1,3,3,2,3,3,3,2,3,3,3,5,5,2,1,1,1,,,,4,,,,,,,,,13,,,,,,,4,,,,,,,,,13,,,,3,2,0,5,5,5,5,4,4,4,5,3,4,3,5
210,2,2,3,107.77.165.2,1,2,1,5,4,8,19,3,,4,6,3,,,,,,,,8,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,,,,,,,,,6,2,2,3,1,2,2,2,2,6,2,2,2,2,1,5,5,5,1,1,1,1,,,,4,,,,,,,,,,,,,,,,,,,,8,9,10,11,12,,14,,,3,1,3,4,4,4,3,1,1,2,4,4,2,2,2
213,3,1,1,76.100.116.239,1,2,1,21,3,6,49,4,2,4,1,4,,,,,,,7,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,6,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,3,3,3,3,1,2,,4,5,6,7,8,9,10,11,12,,14,,,1,2,,,5,6,7,8,9,10,11,12,,14,,,3,1,9,4,2,2,4,2,3,3,3,2,1,1,2
218,1,2,2,45.51.132.126,1,1,1,5,4,7,38,1,1,5,2,3,,,,,,,,8,4,1,,2,,,,6,,,,,,,,1,,3,,,,,,,,,,,,,1,,,3,,,,1,,,,,,1,3,1,1,2,2,2,2,1,3,3,3,2,1,3,1,2,1,2,1,1,,,,,,,,,,,,12,13,14,,,,2,,4,,6,,,,,,,,,,,1,1,7,4,3,3,2,1,2,2,3,3,2,2,2
221,1,2,1,66.87.116.94,1,1,1,33,1,1,37,3,,5,1,3,,,,,,,,8,7,3,1,2,3,,5,6,7,,9,10,11,12,,,,,,,,,,,,,12,13,,,1,,,,4,,,,,3,,,,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,3,1,1,,3,,5,6,,8,,,,12,,14,,,,,,,,,,,,10,,,,,,,1,1,8,3,2,4,3,1,2,2,2,1,2,2,3
223,2,1,1,73.201.241.28,1,2,1,21,3,6,35,2,2,5,1,2,,,,,,,,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,4,,,1,,,,,,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,,2,,,5,6,7,8,9,10,11,12,,14,,,1,,3,,5,6,7,8,9,,11,12,,,,,1,1,10,2,1,2,3,1,3,1,2,1,2,2,4
